duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
0.48,udp,smtp,SF,88,38,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,247,198,0.07,0.14,0.03,0.2,0.07,0.01,0.07,205,217,0.01,0.01,0.32,0.06,0.01,0.1,0.04,0.28,satan,2
0.35,udp,auth,SF,305,159,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,172,96,0.04,0.1,0.19,0.17,0.94,0.14,0.01,76,63,0.13,0.08,0.08,0.08,0.03,0.08,0.02,0.0,guess_passwd,3
1.94,tcp,finger,SF,15079,3990,0,0,0,19,0,1,1,0,0,0,1,0,4,0,0,0,396,199,0.12,0.07,0.06,0.06,0.97,0.08,0.14,228,54,1.0,0.07,0.14,0.02,0.01,0.07,0.07,0.21,normal,0
0.06,udp,pop3,SF,132,11,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,162,285,0.63,0.27,0.07,0.13,0.1,0.04,0.04,179,84,0.32,0.02,0.08,0.01,0.34,0.67,0.3,0.13,smurf,1
1.02,tcp,pop3,SF,5347,5652,0,0,0,17,0,1,1,0,0,0,1,0,4,0,0,0,189,19,0.36,0.18,0.05,0.08,0.87,0.06,0.15,202,192,1.0,0.04,0.14,0.01,0.07,0.02,0.06,0.2,normal,0
0.16,udp,http,SF,1215,81,0,0,0,2,0,1,2,0,0,0,2,0,3,0,0,0,108,130,0.0,0.05,0.11,0.02,0.48,0.1,0.02,163,112,0.19,0.21,0.25,0.24,0.67,0.41,0.03,0.15,neptune,1
0.18,udp,imap,SF,129,55,0,0,0,4,0,1,3,0,0,0,1,0,4,0,0,0,470,78,0.01,0.02,0.09,0.0,0.1,0.03,0.03,177,234,0.46,0.07,0.0,0.06,0.14,0.06,0.07,0.2,ipsweep,2
0.05,tcp,ftp,SF,220,1,0,0,0,0,0,1,5,0,0,0,0,0,3,0,0,0,442,367,0.05,0.13,0.01,0.08,0.9,0.09,0.07,222,34,0.65,0.08,0.08,0.24,0.1,0.13,0.04,0.01,ftp_write,3
1.29,icmp,smtp,SF,594,7634,0,0,0,14,0,1,0,0,0,0,0,0,3,0,0,0,432,6,0.13,0.18,0.02,0.07,0.89,0.05,0.06,36,212,0.81,0.01,0.08,0.0,0.04,0.04,0.14,0.06,normal,0
5.02,udp,ssh,S0,1890,4101,0,0,0,1,0,1,0,0,0,0,2,0,4,0,0,0,464,455,0.04,0.05,0.08,0.09,0.99,0.02,0.1,242,52,0.9,0.07,0.04,0.03,0.08,0.06,0.0,0.03,normal,0
0.18,tcp,domain_u,SF,7,35,0,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,157,343,0.12,0.01,0.05,0.07,0.27,0.22,0.18,109,80,0.32,0.24,0.18,0.03,0.19,0.1,0.06,0.01,ipsweep,2
0.23,tcp,finger,SF,360,33,1,0,0,3,0,1,8,0,0,0,1,0,2,0,0,0,64,300,0.75,0.69,0.09,0.21,0.93,0.06,0.14,82,21,0.58,0.0,0.2,0.23,0.88,0.64,0.04,0.07,smurf,1
0.07,tcp,auth,SF,635,20,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,0,181,106,0.74,0.55,0.1,0.04,0.12,0.05,0.14,36,233,0.02,0.08,0.01,0.03,0.2,0.03,0.12,0.04,neptune,1
0.85,tcp,ftp,SF,108,7,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,226,437,0.07,0.23,0.01,0.03,0.63,0.01,0.2,127,113,0.59,0.0,0.17,0.01,0.03,0.02,0.01,0.04,ipsweep,2
0.21,tcp,pop3,SF,307,6,0,0,0,4,0,1,3,0,0,0,1,0,2,0,0,0,112,449,0.01,0.89,0.01,0.1,0.1,0.12,0.0,220,83,0.17,0.03,0.01,0.01,0.26,0.13,0.0,0.15,neptune,1
0.08,udp,finger,SF,45,105,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,483,402,0.91,0.18,0.19,0.21,0.44,0.02,0.04,48,62,0.82,0.12,0.02,0.03,0.68,0.89,0.05,0.08,neptune,1
0.14,icmp,finger,SF,112,185,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,350,260,0.92,0.88,0.11,0.1,0.95,0.3,0.18,98,65,0.91,0.05,0.03,0.11,0.97,0.29,0.08,0.11,teardrop,1
4.79,tcp,pop3,SF,11638,321,0,0,0,12,2,1,0,0,0,0,1,0,4,0,0,0,437,109,0.05,0.1,0.05,0.13,0.91,0.09,0.07,232,142,0.93,0.06,0.01,0.09,0.01,0.22,0.01,0.11,normal,0
0.29,udp,telnet,SF,34,123,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,309,328,0.57,0.77,0.01,0.01,0.28,0.07,0.0,20,94,0.51,0.0,0.04,0.0,0.95,0.21,0.24,0.15,smurf,1
2.63,tcp,imap,SF,10165,77,0,0,0,15,0,1,1,0,0,0,2,0,3,0,0,0,488,107,0.01,0.26,0.17,0.2,0.99,0.09,0.01,234,120,0.97,0.01,0.03,0.09,0.22,0.01,0.01,0.04,normal,0
0.13,tcp,finger,S0,76,43,0,0,0,0,0,1,6,0,0,0,2,0,2,0,0,0,474,387,0.04,0.11,0.09,0.24,0.44,0.07,0.09,241,56,0.04,0.21,0.29,0.0,0.13,0.16,0.0,0.0,portsweep,2
0.37,udp,dns,SF,3224,5860,0,0,0,3,0,1,2,0,0,0,2,0,2,0,0,0,296,40,0.12,0.18,0.01,0.02,0.93,0.05,0.12,202,18,0.95,0.1,0.05,0.14,0.22,0.03,0.12,0.03,normal,0
0.48,icmp,imap,S3,10332,10345,0,0,0,10,0,1,0,0,0,0,1,0,2,0,0,0,13,294,0.0,0.04,0.0,0.0,0.89,0.12,0.02,108,63,0.91,0.0,0.06,0.02,0.03,0.1,0.02,0.26,normal,0
3.47,tcp,auth,SF,2505,3532,0,0,0,15,0,1,2,0,0,0,2,0,0,0,0,0,239,37,0.1,0.09,0.04,0.07,0.67,0.08,0.18,147,73,0.99,0.07,0.1,0.07,0.07,0.31,0.01,0.03,normal,0
1.97,udp,domain_u,SF,10508,13794,0,0,0,18,0,1,2,0,0,0,1,0,0,0,0,0,503,268,0.1,0.08,0.11,0.02,0.62,0.06,0.05,31,165,0.97,0.19,0.0,0.02,0.25,0.12,0.23,0.22,normal,0
2.08,icmp,imap,SF,1932,5529,0,0,0,5,1,1,0,0,0,0,0,0,2,0,0,0,4,133,0.17,0.17,0.01,0.07,0.82,0.03,0.11,198,180,0.97,0.05,0.1,0.09,0.07,0.03,0.06,0.09,normal,0
1.67,tcp,imap,SH,1514,1981,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,140,185,0.05,0.03,0.14,0.11,0.8,0.13,0.1,206,83,0.87,0.03,0.23,0.24,0.42,0.12,0.05,0.06,normal,0
3.05,tcp,pop3,SF,23086,3259,0,0,0,9,0,1,2,0,0,0,0,0,3,0,0,0,159,446,0.08,0.23,0.05,0.01,0.79,0.02,0.17,47,46,0.99,0.02,0.23,0.18,0.01,0.28,0.01,0.02,normal,0
0.21,udp,smtp,SF,265,76,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,98,212,0.53,0.87,0.1,0.08,0.56,0.04,0.11,255,228,0.76,0.0,0.23,0.07,0.69,0.69,0.07,0.15,neptune,1
1.03,icmp,pop3,SF,135,162,0,0,0,4,0,1,2,0,0,0,2,0,0,0,0,0,56,24,0.87,0.55,0.02,0.06,0.49,0.02,0.03,198,20,0.26,0.08,0.11,0.09,0.18,0.77,0.02,0.08,neptune,1
0.53,tcp,telnet,SF,18264,529,0,0,0,9,0,1,0,0,0,0,2,0,4,0,0,0,241,358,0.14,0.02,0.02,0.15,0.98,0.01,0.02,124,180,0.97,0.07,0.16,0.16,0.02,0.06,0.03,0.08,normal,0
2.77,udp,dns,SF,11389,1041,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,16,258,0.08,0.03,0.02,0.09,0.72,0.14,0.0,44,237,0.86,0.1,0.07,0.03,0.1,0.1,0.05,0.08,normal,0
0.2,tcp,domain_u,RSTR,524,75,0,0,0,3,0,1,2,0,0,0,2,0,3,0,0,0,117,125,0.43,0.18,0.01,0.1,0.55,0.14,0.06,45,107,0.29,0.19,0.04,0.08,0.45,0.05,0.01,0.07,teardrop,1
4.43,tcp,finger,SF,4880,3055,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,128,478,0.18,0.08,0.08,0.21,0.95,0.05,0.02,182,176,0.85,0.15,0.02,0.1,0.04,0.13,0.03,0.06,normal,0
1.32,tcp,imap,SF,2755,1775,0,0,0,6,0,1,1,0,0,0,1,0,4,0,0,0,201,52,0.11,0.05,0.01,0.12,0.96,0.06,0.02,206,41,0.57,0.09,0.14,0.0,0.1,0.06,0.04,0.06,normal,0
0.26,tcp,smtp,SF,5853,4295,0,0,0,9,0,1,2,0,0,0,0,0,4,0,0,0,168,246,0.11,0.03,0.01,0.04,0.99,0.34,0.02,22,255,0.83,0.03,0.43,0.1,0.08,0.02,0.0,0.02,normal,0
8.75,udp,imap,SF,3930,9857,0,0,0,15,0,1,0,0,0,0,1,0,1,0,0,0,433,151,0.03,0.32,0.07,0.09,0.99,0.21,0.14,252,206,0.95,0.3,0.06,0.03,0.27,0.14,0.01,0.13,normal,0
0.12,tcp,telnet,SF,2177,7497,0,0,0,4,0,1,1,0,0,0,2,0,2,0,0,0,62,452,0.15,0.45,0.06,0.07,0.94,0.16,0.17,82,40,0.68,0.19,0.13,0.09,0.05,0.15,0.08,0.06,normal,0
1.67,udp,pop3,SF,2381,589,0,0,0,19,0,1,2,0,0,0,0,0,1,0,0,0,294,27,0.28,0.0,0.04,0.03,0.82,0.11,0.21,124,86,0.97,0.02,0.17,0.03,0.08,0.17,0.11,0.01,normal,0
1.76,tcp,telnet,SF,3111,10025,0,0,0,9,0,1,2,0,0,0,0,0,3,0,0,1,442,315,0.12,0.04,0.03,0.01,0.87,0.03,0.02,17,94,0.91,0.03,0.07,0.12,0.14,0.46,0.34,0.03,normal,0
0.21,tcp,pop3,OTH,1297,0,0,0,0,3,0,1,2,0,0,0,1,0,3,0,0,0,209,452,0.07,0.2,0.0,0.15,0.27,0.03,0.05,208,84,0.17,0.03,0.23,0.03,0.06,0.01,0.24,0.13,ipsweep,2
2.7,tcp,pop3,S0,2759,5032,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,118,279,0.01,0.11,0.32,0.07,0.94,0.04,0.52,130,56,0.69,0.01,0.13,0.2,0.05,0.15,0.26,0.09,normal,0
0.29,tcp,telnet,SF,162,307,0,0,0,1,0,1,3,0,0,0,1,0,4,0,0,0,286,187,0.03,0.2,0.05,0.31,0.35,0.04,0.1,101,134,0.87,0.11,0.04,0.02,0.2,0.04,0.18,0.03,nmap,2
0.67,udp,http,REJ,182,51,0,0,0,2,0,1,9,0,0,0,0,0,3,0,0,0,88,135,0.31,0.94,0.1,0.03,0.31,0.17,0.08,175,132,0.06,0.12,0.09,0.16,0.37,0.53,0.0,0.01,neptune,1
0.34,udp,domain_u,RSTR,545,5,0,0,0,3,0,0,7,0,0,0,1,0,2,0,0,0,213,25,0.71,0.53,0.68,0.13,0.24,0.21,0.03,206,52,0.21,0.29,0.03,0.08,0.42,0.81,0.17,0.09,smurf,1
2.74,tcp,ssh,SF,6883,3660,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,182,388,0.02,0.06,0.21,0.22,0.81,0.23,0.09,46,145,0.96,0.0,0.03,0.06,0.02,0.08,0.3,0.01,normal,0
0.01,udp,private,SF,65,78,0,0,0,4,0,1,2,0,0,0,1,0,1,0,0,0,231,309,0.82,0.92,0.05,0.04,0.46,0.02,0.06,83,226,0.39,0.1,0.01,0.02,0.45,0.85,0.09,0.08,neptune,1
0.08,tcp,ftp,SF,465,53,0,0,0,4,0,1,7,0,0,0,1,0,3,0,0,0,107,117,0.17,0.89,0.06,0.07,0.44,0.21,0.07,138,65,0.19,0.16,0.06,0.01,0.51,0.07,0.06,0.02,neptune,1
0.07,tcp,dns,SF,1115,75,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,400,335,0.15,0.11,0.14,0.07,0.61,0.24,0.01,151,11,0.42,0.02,0.02,0.14,0.29,0.05,0.04,0.22,ipsweep,2
0.06,tcp,http,SF,5,25,0,2,0,4,0,1,1,0,0,0,2,0,4,0,0,0,94,380,0.71,0.23,0.07,0.01,0.82,0.09,0.01,36,209,0.51,0.11,0.21,0.06,0.47,0.56,0.13,0.1,neptune,1
5.63,udp,http,SF,4543,184,0,0,0,17,0,1,2,0,0,0,2,0,0,0,0,0,308,208,0.42,0.17,0.08,0.1,0.98,0.04,0.01,202,15,0.99,0.0,0.11,0.19,0.11,0.15,0.02,0.07,normal,0
7.0,tcp,pop3,SF,2477,16,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,273,178,0.09,0.1,0.01,0.12,1.0,0.1,0.17,108,103,0.87,0.1,0.17,0.07,0.04,0.33,0.05,0.4,normal,0
0.23,tcp,finger,SF,511,26,0,0,0,3,0,1,1,0,0,0,2,0,4,0,0,0,8,427,0.07,0.42,0.01,0.13,0.57,0.12,0.16,147,204,0.83,0.08,0.03,0.04,0.92,0.65,0.02,0.23,smurf,1
0.06,udp,pop3,SF,1406,5,0,0,0,3,0,0,2,0,0,0,1,0,4,0,0,0,44,264,0.85,0.19,0.09,0.02,0.21,0.07,0.07,201,148,0.8,0.11,0.01,0.14,0.5,0.45,0.01,0.15,pod,1
0.22,udp,ftp,SF,9416,12386,0,0,0,18,0,1,2,0,0,0,1,0,1,0,0,0,438,13,0.2,0.0,0.11,0.05,0.88,0.09,0.03,141,191,0.93,0.02,0.02,0.03,0.01,0.1,0.09,0.1,normal,0
0.18,udp,private,REJ,403,91,0,0,0,0,0,0,9,0,0,0,1,0,4,0,0,0,274,469,0.12,0.07,0.1,0.14,0.24,0.07,0.13,63,137,0.3,0.01,0.01,0.18,0.01,0.15,0.15,0.07,nmap,2
0.05,tcp,smtp,SF,3782,1311,0,0,0,4,0,1,1,0,0,0,1,0,1,0,0,0,130,218,0.03,0.01,0.12,0.11,0.92,0.04,0.08,187,218,1.0,0.06,0.22,0.15,0.18,0.18,0.06,0.06,normal,0
0.38,tcp,http,REJ,675,49,0,0,0,1,0,1,4,0,0,0,2,0,0,0,0,0,451,124,0.03,0.02,0.02,0.1,0.54,0.19,0.03,243,144,0.88,0.07,0.24,0.05,0.12,0.1,0.1,0.03,nmap,2
0.84,udp,smtp,SF,275,15,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,508,5,0.01,0.02,0.26,0.01,0.73,0.01,0.15,15,19,0.61,0.13,0.04,0.08,0.08,0.04,0.03,0.14,rootkit,4
0.02,tcp,imap,RSTO,46,185,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,286,393,0.31,0.21,0.08,0.1,0.82,0.04,0.12,91,86,0.82,0.12,0.16,0.08,0.69,0.73,0.04,0.11,neptune,1
0.14,udp,dns,SF,203,172,0,0,0,3,0,1,8,0,0,0,1,0,2,0,0,0,147,185,0.06,0.04,0.14,0.08,0.46,0.11,0.11,70,245,0.95,0.07,0.03,0.1,0.16,0.01,0.05,0.11,satan,2
4.85,udp,smtp,SF,1054,17195,0,0,0,3,0,1,2,0,0,0,2,0,0,0,0,0,46,78,0.04,0.04,0.02,0.36,0.8,0.02,0.18,137,104,0.83,0.13,0.06,0.0,0.03,0.06,0.09,0.08,normal,0
2.0,icmp,http,SF,590,947,0,0,0,12,0,1,0,0,0,0,0,0,3,0,0,0,246,267,0.18,0.11,0.04,0.15,0.96,0.03,0.05,238,103,0.97,0.05,0.23,0.04,0.04,0.01,0.01,0.15,normal,0
1.37,tcp,pop3,SF,2974,2968,0,0,0,8,0,1,2,0,0,0,1,0,3,0,0,0,219,172,0.08,0.0,0.04,0.01,1.0,0.27,0.0,42,49,0.77,0.01,0.07,0.02,0.02,0.07,0.36,0.03,normal,0
2.24,tcp,domain_u,SF,4956,1144,0,0,0,12,0,1,1,0,0,0,0,0,3,0,0,0,485,389,0.1,0.12,0.03,0.24,0.85,0.16,0.09,153,174,0.95,0.0,0.01,0.15,0.03,0.02,0.28,0.12,normal,0
0.12,udp,telnet,OTH,475,68,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,474,367,0.58,0.38,0.03,0.0,1.0,0.01,0.16,97,144,0.68,0.08,0.22,0.17,0.84,0.09,0.09,0.02,neptune,1
1.39,udp,dns,SF,132,6067,0,0,0,18,0,1,1,0,0,0,2,0,2,0,0,0,397,460,0.11,0.25,0.11,0.13,0.99,0.16,0.01,49,172,0.99,0.08,0.26,0.07,0.17,0.02,0.03,0.1,normal,0
0.29,tcp,dns,SF,2392,1421,0,0,0,7,0,1,1,0,0,0,1,0,3,0,0,0,506,411,0.11,0.13,0.01,0.01,0.85,0.05,0.06,144,233,0.91,0.11,0.13,0.06,0.22,0.02,0.1,0.01,normal,0
0.31,tcp,imap,REJ,312,12,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,129,433,0.03,0.02,0.02,0.01,0.75,0.11,0.06,1,4,0.57,0.1,0.08,0.03,0.15,0.01,0.14,0.15,nmap,2
0.15,tcp,domain_u,SF,42,91,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,467,117,0.07,0.14,0.02,0.24,0.63,0.12,0.31,159,175,0.13,0.24,0.09,0.06,0.11,0.09,0.09,0.11,imap_att,3
0.81,tcp,telnet,SF,250,84,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,57,450,0.44,0.78,0.21,0.12,0.6,0.02,0.14,227,16,0.1,0.03,0.05,0.04,0.6,0.34,0.3,0.16,neptune,1
3.91,tcp,http,SF,5121,8656,0,0,0,5,0,1,1,0,0,0,2,0,1,0,0,0,469,345,0.13,0.08,0.02,0.0,0.98,0.03,0.03,10,188,0.88,0.08,0.02,0.02,0.07,0.13,0.15,0.09,normal,0
0.5,tcp,domain_u,RSTR,1214,68,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,50,119,0.05,0.09,0.06,0.07,0.61,0.13,0.1,3,247,0.51,0.07,0.12,0.04,0.04,0.07,0.07,0.21,guess_passwd,3
0.07,tcp,pop3,S0,318,247,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,391,94,0.02,0.07,0.13,0.03,0.82,0.09,0.01,110,102,0.36,0.16,0.01,0.32,0.23,0.05,0.04,0.03,imap_att,3
2.52,icmp,dns,RSTO,4242,900,0,0,0,9,0,1,2,0,0,0,0,0,3,0,0,0,372,378,0.08,0.08,0.05,0.0,0.96,0.13,0.13,209,84,0.96,0.06,0.12,0.08,0.13,0.06,0.36,0.04,normal,0
0.05,tcp,domain_u,SF,97,382,0,0,0,0,0,1,9,0,0,0,2,0,3,0,0,0,77,310,0.01,0.07,0.06,0.1,0.23,0.24,0.1,101,246,0.36,0.24,0.35,0.0,0.17,0.18,0.22,0.04,ipsweep,2
1.24,udp,auth,SF,1730,4370,0,0,0,11,0,1,2,0,0,0,1,0,4,0,0,0,203,277,0.02,0.05,0.12,0.16,0.99,0.21,0.08,236,3,0.9,0.22,0.24,0.0,0.08,0.18,0.25,0.16,normal,0
1.89,udp,auth,SF,2162,11395,0,0,0,16,0,1,1,0,0,0,1,0,0,0,0,0,74,360,0.04,0.0,0.02,0.06,0.93,0.22,0.02,93,137,0.65,0.01,0.05,0.2,0.1,0.02,0.08,0.11,normal,0
7.01,icmp,ssh,SF,2471,429,0,0,0,17,0,1,1,0,0,0,1,0,3,0,0,0,96,130,0.14,0.29,0.01,0.31,0.77,0.02,0.23,254,5,0.84,0.06,0.06,0.02,0.01,0.07,0.08,0.38,normal,0
0.67,tcp,domain_u,SF,1467,6059,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,433,320,0.16,0.14,0.26,0.29,0.93,0.08,0.26,132,129,0.99,0.12,0.02,0.03,0.13,0.04,0.02,0.01,normal,0
0.56,udp,auth,SF,33,83,0,0,0,2,0,0,7,0,0,0,0,0,3,0,0,0,321,436,0.96,0.63,0.15,0.09,0.67,0.01,0.05,184,77,0.25,0.02,0.07,0.31,0.6,0.72,0.0,0.03,neptune,1
0.28,icmp,dns,SF,4572,3589,0,2,0,5,0,1,1,0,0,0,2,0,1,0,0,0,20,72,0.03,0.02,0.26,0.16,0.94,0.02,0.13,30,155,0.82,0.0,0.14,0.19,0.22,0.06,0.16,0.17,normal,0
0.17,udp,dns,RSTR,5709,3037,0,0,0,19,0,1,2,0,0,0,1,0,0,0,0,0,70,289,0.02,0.06,0.24,0.15,1.0,0.13,0.02,37,153,0.94,0.04,0.01,0.03,0.02,0.31,0.01,0.05,normal,0
0.52,tcp,finger,SF,690,9,0,0,0,3,0,1,4,0,0,0,0,0,1,0,0,0,233,273,0.66,0.24,0.07,0.02,0.13,0.02,0.13,184,238,0.84,0.04,0.17,0.45,0.16,0.86,0.41,0.0,neptune,1
0.16,tcp,telnet,SF,952,132,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,118,11,0.07,0.13,0.06,0.01,0.56,0.15,0.06,173,63,0.16,0.09,0.03,0.01,0.25,0.04,0.02,0.01,ipsweep,2
1.15,tcp,finger,SF,847,31,0,0,0,0,0,1,4,0,0,0,2,0,4,0,0,0,269,285,0.63,0.16,0.04,0.07,0.64,0.09,0.01,78,37,0.31,0.09,0.01,0.28,0.19,0.08,0.0,0.08,neptune,1
0.74,tcp,imap,SF,4351,7044,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,36,112,0.02,0.0,0.14,0.21,0.99,0.04,0.1,244,146,0.86,0.04,0.04,0.07,0.06,0.17,0.09,0.33,normal,0
0.04,tcp,finger,SF,118,5,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,328,366,0.47,0.97,0.33,0.07,0.11,0.0,0.03,193,222,0.87,0.07,0.04,0.11,0.06,0.89,0.04,0.11,smurf,1
0.04,udp,pop3,REJ,95,2,0,0,0,3,0,1,9,0,0,0,1,0,0,0,0,0,404,293,0.02,0.01,0.01,0.24,0.23,0.02,0.39,206,186,0.8,0.11,0.03,0.01,0.21,0.13,0.04,0.19,satan,2
0.11,tcp,smtp,SF,573,115,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,97,389,0.01,0.89,0.04,0.0,0.62,0.02,0.23,218,93,0.1,0.11,0.0,0.04,0.96,0.29,0.17,0.03,smurf,1
0.65,tcp,auth,S0,197,547,0,0,0,4,0,1,2,0,0,0,1,0,0,0,0,0,437,482,0.03,0.37,0.04,0.07,0.1,0.03,0.0,196,159,0.75,0.26,0.35,0.0,0.15,0.2,0.08,0.05,guess_passwd,3
0.13,tcp,telnet,SF,4625,1933,0,0,0,15,0,1,1,0,0,0,2,0,1,0,0,0,333,205,0.13,0.01,0.27,0.03,0.86,0.37,0.16,89,24,0.97,0.19,0.14,0.07,0.04,0.25,0.07,0.05,normal,0
0.62,tcp,smtp,SF,2902,1730,0,0,0,8,0,1,0,0,0,0,1,0,4,0,0,0,302,457,0.0,0.12,0.08,0.08,0.53,0.01,0.1,160,65,0.75,0.11,0.23,0.23,0.07,0.07,0.1,0.13,normal,0
0.48,tcp,ssh,REJ,11928,1416,0,0,0,8,0,1,2,0,0,0,0,0,2,0,0,0,37,401,0.13,0.08,0.02,0.08,0.99,0.03,0.18,233,190,0.93,0.16,0.08,0.03,0.3,0.02,0.0,0.26,normal,0
0.64,udp,ssh,SH,114,112,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,156,0.07,0.07,0.03,0.17,0.32,0.05,0.13,196,112,0.94,0.05,0.0,0.17,0.04,0.11,0.09,0.03,ipsweep,2
0.34,tcp,imap,SF,257,20,0,0,0,3,0,1,9,0,0,0,2,0,3,0,0,0,367,450,0.01,0.04,0.13,0.11,0.91,0.03,0.14,19,134,0.26,0.12,0.15,0.02,0.06,0.04,0.03,0.01,satan,2
1.15,tcp,ssh,SF,1054,5820,0,0,0,9,0,1,0,0,0,0,1,0,1,0,0,0,324,339,0.0,0.0,0.03,0.0,0.97,0.0,0.02,102,129,0.99,0.01,0.04,0.09,0.06,0.12,0.05,0.07,normal,0
0.35,udp,ssh,SF,24,23,0,0,0,2,0,0,5,0,0,0,2,0,0,0,0,0,464,409,0.03,0.02,0.15,0.12,0.36,0.11,0.02,64,46,0.98,0.05,0.07,0.08,0.16,0.09,0.11,0.15,satan,2
9.81,tcp,domain_u,SF,19262,3405,0,0,0,13,0,1,2,0,0,0,1,0,0,0,0,0,358,500,0.07,0.0,0.07,0.04,0.81,0.15,0.08,50,55,0.98,0.21,0.07,0.22,0.07,0.05,0.09,0.18,normal,0
0.13,tcp,telnet,SF,275,84,0,0,0,3,0,0,9,0,0,0,1,0,1,0,0,0,401,216,0.18,0.13,0.15,0.11,0.13,0.1,0.22,66,134,0.3,0.02,0.17,0.29,0.43,0.35,0.0,0.03,teardrop,1
0.19,tcp,dns,SF,827,24,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,417,15,0.34,0.28,0.15,0.2,0.5,0.03,0.16,252,82,0.44,0.01,0.11,0.06,0.5,0.99,0.06,0.39,smurf,1
0.39,icmp,finger,RSTR,24276,9696,0,0,0,17,0,1,2,0,0,0,2,0,0,0,0,0,160,53,0.15,0.0,0.14,0.11,0.98,0.16,0.05,102,227,0.98,0.06,0.06,0.2,0.09,0.13,0.03,0.03,normal,0
0.05,tcp,http,SF,502,113,0,0,0,1,0,0,4,0,0,0,2,0,1,0,0,0,283,217,0.14,0.26,0.28,0.15,0.35,0.23,0.04,134,96,0.13,0.07,0.08,0.0,0.35,0.21,0.16,0.23,ipsweep,2
0.91,tcp,domain_u,RSTR,9727,1386,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,119,375,0.17,0.08,0.07,0.15,0.72,0.18,0.06,57,139,0.93,0.02,0.0,0.09,0.01,0.05,0.01,0.01,normal,0
4.84,tcp,imap,SF,7861,1798,0,0,0,19,2,1,0,0,0,0,2,0,2,0,0,0,139,449,0.13,0.0,0.09,0.03,0.98,0.18,0.06,13,230,0.93,0.15,0.11,0.07,0.01,0.03,0.02,0.21,normal,0
0.7,tcp,smtp,SF,813,615,0,0,0,15,0,1,1,0,0,0,2,0,1,0,0,0,127,362,0.08,0.19,0.03,0.13,0.74,0.22,0.01,102,85,1.0,0.16,0.03,0.03,0.48,0.04,0.03,0.03,normal,0
0.12,tcp,ssh,SF,275,107,0,0,0,4,0,1,4,0,0,0,1,0,1,0,0,0,174,167,0.75,0.07,0.02,0.18,0.28,0.01,0.0,67,26,0.71,0.35,0.01,0.06,0.32,0.62,0.02,0.0,neptune,1
0.39,udp,ssh,SF,257,124,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,92,182,0.73,0.86,0.13,0.03,0.22,0.18,0.11,176,208,0.76,0.24,0.0,0.19,0.87,0.21,0.0,0.01,teardrop,1
1.14,udp,http,SF,1259,4280,0,0,0,6,0,1,1,0,0,0,2,0,1,0,0,0,495,409,0.11,0.02,0.01,0.39,0.98,0.19,0.16,4,17,0.99,0.09,0.02,0.02,0.04,0.1,0.06,0.21,normal,0
